内容,时间戳
原来你也玩...,1920.47200
官方玩梗最为致命,2023.31800
海祇岛那个解密？,630.98400
原来你也玩原神,2318.46700
学霸妈妈,1536.11700
难绷,1820.81900
花神淡季,421.29500
蚌埠住了,1812.69700
真逆天，心疼瓜子,697.55400
还有盒子里,2145.74800
自由魂（儿三次方）,1522.37500
钟离！！,109.75800
莴苣！,152.35100
哪位跟骨不齐全细说一下呗,290.19700
小吉祥草神！！！,554.87500
莴苣妈妈，这家没我得散,2094.78500
原来你也玩原神,1786.81400
数独,503.15500
原柱,2019.63500
你看我像摩拉吗,780.22800
原来你也玩原神,1799.56900
这不蜜桃吗！！！,1647.64600
二四为肩八六为足，左三右七戴九履一,693.93100
V,943.05200
369？？？,500.29200
熊——,228.99000
青衫精神病院,835.36400
一花二奶，三花四月,2386.15100
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1259.94500
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1210.57800
帮帮我，嘟嘟可爷爷（bushi）,2271.53600
原神，启动！,2434.04200
哈哈哈哈哈,2437.36800
三花娘娘,2382.45000
第一个看完下一个~,2417.50000
我替你们尴尬,2345.41900
一分钟？提瓦特一分钟,2304.59500
北极熊可爱捏,496.61200
6,107.00000
居然有哲♂学,1852.83300
哦现实版的行秋,887.96500
管住嘴也玩原？,152.26400
哈哈哈哈哈哈哈,259.03800
熊熊！！,253.73600
熊熊！！！！,233.94800
哦哦哦北极熊吃下的糖分开始快速发挥作用（,1886.46700
北极熊~~~~~~~~~~~~,1685.23900
我陶什么时候来,337.58500
2333333333,2436.27000
笑死我了,1829.28200
院审，启动,820.97000
可可爱爱哈哈哈哈哈哈哈,1699.25000
哈哈哈哈哈哈哈哈哈哈哈好可爱,1679.62000
每次这个音乐一出现我就想笑,2353.28800
赛诺上大号,2272.33700
这次的NPC好认真,1130.93900
好耶！,5.67000
密室逃脱，启动！,1640.66200
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1680.40300
这里只有管是记得回头谢谢，其余四人都是直接走的，被管提醒才想起来谢老师,1576.29900
王哥穿得好好看,170.45200
wu,1857.94400
？？？？,1956.64900
哈哈哈哈哈哈哈哈,1798.24900
拜笨的嘞哈哈哈哈哈哈,1279.11600
.,999.62600
熊饿了,1710.78600
哈哈哈哈哈哈哈熊饿了,1679.35900
没记错是八月份拍的,929.64100
元素视野,1747.75300
不愧是熊,1706.52300
前面的，原神里叫元素视野,1651.52500
前面的，原神里叫元素视野,1651.52500
不愧是你,1680.72100
开端,535.64300
魂儿6啊，不是34圈了,2013.28100
厉害,2241.22900
钟离！！！,110.97700
老家！！！！,89.78700
等莴苣做完了，水也洒完了,1447.98900
不愧是攻略区啊,670.75200
二五八胡牌,469.15300
这个npc好像演过壮士出川,412.23200
文殊院？,823.77100
wc，原,1855.75200
妈妈太厉害了吧,1469.99800
花京院典明,818.87900
欢迎来到没有神的国度,1260.67300
原来你也玩……,1784.17400
北极熊北极熊,515.99400
院神,818.05200
vvvvv,610.85300
纸巾盒那个是摄像机视角不是他们的,2214.41200
没莴苣妈妈这家得散,1039.84100
三花聚顶，羽化成仙,2385.47300
原来你也？,1779.11200
这叫幻方,661.88500
任务解锁,506.53300
赶紧按V健,953.18900
幻方吧，不是数独,602.12000
顺序是213,556.24400
熊！！,228.49200
我弹幕呢！！！！！！！,107.64800
不是数独吧，是幻方,757.65900
委托来了,494.88900
任务,491.36800
熊！！,116.15900
原来你也玩锅巴,2110.56800
我的地板,1095.79400
非常强烈的即视感……,532.32700
建议跳过教学部分(,1088.66300
我来打卡！！！！,29.20900
哈哈哈,1219.02700
院审，启动,815.72500
9号2.54有人吗,75.47300
二五八万,471.83600
望舒客栈的小曲儿,212.88000
啊？,9.97900
莴苣妈妈yyds！！,1531.71000
哈哈哈哈哈哈哈哈哈哈哈哈,1436.01900
来，后期剪一刀,1535.11700
帝君！,112.45900
哈哈哈哈哈哈哈哈哈哈哈,1345.73900
象王行-关大洲,52.20100
2333333，暴打北极熊,253.16400
莴苣妈我粉定了！,1090.45100
还得是妈妈！！！,1090.45100
师傅锐评哈哈哈哈哈哈哈，可以当派蒙二号了！,1339.12500
脑子已经晕了,1169.56700
刚看完小潮的羊村第二季过来的(doge,151.77400
6666,2435.97600
惊现芙芙,1257.10700
原？,0.93900
院来你也玩原神,816.97300
男酮,267.32500
好好好好这么玩,2431.83200
魂宝真棒,2241.49600
npc哪去了,729.66200
谁教你这么配乐的,2343.35200
还好没他一天就会整一些烂活,138.92500
救命，这个表情好可爱,1054.03300
且听下回分解（即答）,100.93600
承包空屏,1016.47900
莴苣专场！！,652.09400
赛上大,2270.91200
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1001.11600
“这就是决定命运的忍术，伊邪那美！”（串台,585.69600
啊蚌埠住了,2434.40300
啊？,2432.01000
不尬不看,697.70200
倭瓜！,247.23000
四川人觉得好亲切,928.91200
魈魈不知道哦,2065.73200
钟老爷子有带摩拉吗,112.03000
承包空屏,795.88900
原来你也玩原神,1783.25100
钟老爷子有带摩拉吗,109.27400
原来你也,1791.33500
噢~,501.26500
红字我也是,310.64000
很喜欢原神玩家的一句话,1810.31200
原来你也。。,1778.55200
魂~,232.55300
尊嘟假嘟,915.98800
这个通讯仪，好像最后给魂带回去了,382.29100
钟离先生！！！,107.32600
为什么没有莱欧斯利狂热粉,252.38900
哈哈哈哈哈哈,1259.25600
宝箱！！,124.64600
四肢仿佛刚认识,1273.09200
出院！！,814.54200
我的家乡 ！！！！,90.47100
欧皇魂宝,2233.52300
月月社恐,1103.12900
行李箱找不到已经早就理赔了,287.45000
巨额！,1122.61200
专业对口,657.44000
哈哈哈哈,799.84600
原来你也玩原神,1782.07900
院神 启动,825.70300
莴苣妈妈nb,754.52600
好啊，后期你还藏了一手（）,2131.53900
启动,2434.52800
V,940.81900
你也玩xx,1786.12900
难道他真的是天才？,2242.91900
boy好可爱啊啊啊哈哈哈哈哈,1561.87500
被北极熊吃了,2189.27900
原来你也玩原神,1781.54800
难道他真的是天才？,739.49200
2000人,83.24800
几幻呐,1222.33600
三花聚鼎！,2397.47400
我是看凳子数去了哈哈哈,712.76800
很合理，提瓦特冒险随时看天上,2017.63900
四川腊肠巨好吃,99.37300
把所有罐子都打开（碎）,1726.99500
进度条，危,2336.83800
我草好尬,2055.19400
使命必达！帮你实现！,913.63600
《口口口口》！,913.63600
口口口口！,913.69600
北极熊好可爱啊！！！！！,297.16100
哈哈哈哈哈哈,1916.06900
找妮露，然后直接去嘎了大贤者,615.68500
哈哈哈哈,14.77100
九宫格,456.55900
字有七个，灯有五个。锅巴你不是其中之一，,2097.68200
《纸嫁衣6：原神》,640.02000
毛线团,83.25900
尬,31.30700
等一下，水不够了,1449.71900
院审,816.75900
火把呢？我的火把呢？,391.48900
圆梦冒险团来贵大啊！！！,30.64900
后期：无相的一刀,1484.00400
原来你也玩原神！,1768.90300
水不够了，待会儿,1278.61900
数独！肯定是数独！让我来！,599.61400
感觉像是数独,566.16100
怎么没有弹幕啊,1162.83500
熊!,229.89600
这是一场豪赌，朋友,1682.06000
搞什么,2352.25800
噗哈哈哈哈！～,1476.91800
不愧是莴苣妈妈doge,1456.47300
熊！,152.28100
好好好。接取世界任务,531.76200
左下角的锅巴,135.44000
钟离！,108.50700
记住他现在的这句话,985.38100
帮帮我！嘟嘟可先生！,2276.57200
官方是谁,389.87500
整尬的,2112.10300
水龙水龙，别哭啦,1440.68300
寂静岭医院（bushi）,812.68500
我受不了了哈哈哈哈哈哈哈哈,2434.63800
实习期还想要报酬？没倒贴就不错了（）,775.71200
不愧是妈妈doge,1166.03300
熊声音和脸对不上号了,783.69600
鹅鹅鹅鹅鹅鹅,2350.94900
占领无人区,1246.75400
[前方高能],2429.82100
有东西！,2429.13900
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1203.89800
小心着凉哦一一凯亚名句,1255.76300
还得是莴苣妈妈,1401.07700
[前方高能],2409.68300
空屏是我的啦！～,1030.54500
密码正确,1812.30700
哈哈，这个循环不简单，肯定要解密,596.92300
哈哈哈哈哈哈,1806.41800
逆天,1815.04600
[前方高能],1782.01400
噗哈哈哈！！！！第一季的回忆哈哈哈哈哈哈！！！！！,996.55500
熊熊太可爱啦,1141.05800
是你懂岩王爷还是我懂岩王爷,112.53600
原神，启动,3.79900
御三家？,150.91800
调查一下,1673.90100
还有两千多人在看,61.59800
这BGM。。。,2345.06200
懂了 院审 启动！,813.58700
噗哈哈哈哈哈哈哈哈哈哈哈！！！！！,797.31500
水街！？！,196.58500
不会解，传送走了,631.57000
哈哈哈哈哈哈哈哈,1817.51200
过分自信,985.51300
 突然想起来熊熊好像是文科毕业的,1890.53200
大校：确认过眼神，你遇上对的人,508.28200
开摆,657.93900
我看两位印堂发黑，不日必有大难（doge）,290.25000
可是瓜子会变多 真是天才,618.42900
我老家在四川,101.05100
mayday mayday mayday,436.71800
莴苣妈妈牛,1089.29300
帝君出征时，曾言道：“你们有带摩拉吗”,109.49900
左下角细节,571.66700
5中间用过了，前面的,733.87500
嗑着瓜子喝着茶，突然就进了循环了,544.46700
←普通路过的尘世闲游钟离（）,109.03400
字有7个，印记有5个，它们不是其中之一,2093.51600
帝君出征时，曾言道：,28.49900
应该就是数独幻方,505.46900
两原石，我来了！,384.70300
老登,112.97900
这个好像不太对，再去找找看吧（派蒙音）,2072.35900
哈哈哈,1803.69900
我要被这个茶水笑死,1395.27900
哈哈哈哈哈哈哈,2347.92000
原神启动,2438.51000
可爱捏,323.02700
来都来了,304.50900
妈！！！（超大声）,152.66500
北极0,262.95200
元素视野手电筒（确信）,1741.60500
来了,224.04000
钟老爷子又双叒叕尘世闲游了doge,106.12600
右下角放五可以啊应该,727.52200
大家都瘦了,174.46100
锅巴的传说，哈哈,143.25900
三花淡奶,2381.42500
20原石，不帮也得帮,1576.22500
哈哈哈,1481.89900
魂还拿着个萝卜哈哈哈哈,888.36400
我一勺三花蛋奶,2384.10000
九宫格是吗,500.38600
整尬的是吧哈哈哈哈,2053.04900
自适应嘟嘟可，根据佩戴者变化弧度,2285.64900
这次剪辑确实不错,1726.62500
我知道了，钟离把茶喝完了,418.46800
哈哈哈哈哈哈哈哈哈哈哈哈,262.79900
哈哈哈北极熊,256.25900
回头看熊抽娜维娅专武（,1623.46500
天原（元）突破 所以原在上面 合理,2021.64000
哈哈哈哈哈,1717.76400
原来你也,1767.25300
原来你也玩原神,1769.96700
师傅好帅啊,960.99700
哈咯大家好这里是莴苣啊,668.69200
流萤呢,188.71500
6,1001.69900
北极熊,117.26900
«我记忆力不好»,1454.18200
吃火锅,101.19900
劲发江潮落的那个串味了哈,873.46100
熊戴的是魈宝的手绳,419.68500
原来你也玩院审,824.89900
原来你也玩原神？,1763.00400
熊好可爱啊,779.14700
哈哈哈哈,1484.66700
四川黄龙！,89.05300
《开摆》,722.85900
钟离大人！,108.23200
哈哈哈哈哈,1257.73900
行李箱找到了？,292.49800
原来你也……,1785.14600
莴苣妈牛！,745.32200
啊？,10.04600
四川,79.39900
哈哈哈哈哈,1427.65700
海祈岛解密？？,468.91300
幻方啊，啥子数独哟,508.36100
自来也（）,1769.07100
熊啊,285.84400
椅子吧！,653.16200
花神诞祭？（,442.07800
花神诞祭的轮回？,542.56900
使命必达，帮你实现！,915.13900
这是谁啊,229.88600
北极熊！！！！！！！,229.96000
可是瓜子会变多,613.58000
流萤没了，唉,197.92200
这要不小心摔了盘子,577.66000
尊嘟假嘟,923.89400
北极熊！！！！！！！！！！！,132.85100
已经开始解谜了,547.54000
花神诞祭是吧,529.33000
流萤没了(●—●),128.63100
化花神诞祭,529.33000
卡Q因,843.35100
wc李伯清的师兄的徒弟,27.12600
稻妻解密,454.70600
你也玩原神,1919.36000
哈哈哈哈哈,2362.93300
北极熊被撒了两遍哈哈哈哈哈,573.24200
蚌埠住了,2437.43300
莴苣妈妈瘦了,194.49300
花神诞祭,530.76200
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1215.67800
草，笑死我了,1808.57700
wu！,1857.55600
魂姐牛逼啊,2235.41400
这是8月下旬拍的哦,927.68500
《我记忆力不好》,1480.01900
这是什么？,4.62400
原来你也玩原神,1769.21500
我靠北极熊哈哈哈哈哈,228.37300
无事发生,2057.33500
这就是旅行者平日里的生活吗，MD好尬（doge,505.93000
厉害啊,867.78800
北极熊顺瓜子,492.16800
啊啊啊离我最近的一次,85.88300
水反应不过来,863.59300
熟悉的口音,15.13900
萍gaga？,43.45400
我靠我家！,0.15900
啊？,0.15900
bgm妙啊,2240.68100
挑战失败,1343.12300
锅巴,2063.06100
这个bgm真的听一次笑一次,2343.05900
哈哈哈哈哈哈哈,1818.37000
原来你也~,1785.30300
中间应该是空的,539.93200
挑战开启,1241.04300
啊？,2.21800
给的茶杯只能是质数，不然平均分就行了,686.57000
原神，启动！,1207.62200
真想只有一个,660.05000
宝藏：珍贵的宝箱,344.79900
不会真的是锅巴吧？,2059.51900
上海打卡_仿羊打卡!,82.36400
我看成了开E什么什么,1883.04800
大胆！,429.09400
限时挑战吧，哈哈哈哈哈哈哈哈哈哈哈哈哈哈,968.40300
听着不像好话,291.94300
密室逃脱的感觉,1646.80200
+,1713.98400
笑死这不就是做任务时的我吗,1613.01000
师徒二人并力同心,1713.04200
贪吃熊,1701.20300
芙芙可爱捏！,1259.83800
这个太诱惑了,1687.05800
懂了，元素视野手电筒,1742.63000
！钟离先生！,107.35300
院审启动,810.17500
《蜀中之章》,109.73700
后面是不是要打高达,561.21800
后面是不是要打高达,556.71800
尊嘟假嘟？哈哈哈哈哈哈哈哈哈,916.09400
压轴是倒数第二个。,1456.52300
后面是不是要打高达,548.05800
哈哈哈哈哈哈哈哈,1258.21500
完全失重状态不会撒出来（）,861.31900
哈哈哈哈哈熊还是忘不了,1964.64200
胡萝卜出镜，哈哈哈哈哈哈,891.79500
不愧是攻略区的,1529.07900
原来你也……,1782.19200
说不定就有钟离在喝茶了,377.01800
哈哈哈哈哈哈,1437.75800
北极熊找借口一向很可以的,1690.28100
V,937.54700
斧子哈哈哈哈哈哈哈哈哈哈,1620.39900
哈哈哈哈哈哈哈,1402.03500
「天衣无份」真唱认证！,1525.74200
流萤呢,137.37200
帝君呢？,213.25900
水龙水龙你别笑了,1440.70700
别唱了熊,260.46000
好闪现！,1410.14700
贷款做任务是吧,1311.90700
是九宫不是数独,672.79100
挂水王！,1265.86700
哈哈哈哈哈哈哈哈哈哈,1682.36600
毛遂自贬哈哈哈哈,1026.10900
莴苣多线程，启动！,1179.50700
不愧是熊,1281.81000
太好笑了哈哈哈哈哈哈哈哈哈,1284.32500
这个家不能没有莴苣妈妈,1018.33900
笑死我了草哈哈哈哈哈哈哈,2399.34300
还有天气预报,1444.43400
啊？,6.01900
还好没在飞机上 哈哈哈,438.13300
wu~!,1859.33100
原神，启动！,2433.85700
痛失网名了真的,2251.11900
北极熊,5.71900
3*3数独？,503.44400
原来你也！！！,1783.29800
帮帮我史瓦罗先生！,507.49700
wflbb笑死我了啊啊啊啊,1282.20900
这就开始解密了,450.28100
魂门！,2249.56100
二四为肩，六八为足，戴九履一，左七右三,711.69200
原来你也玩原神,1830.08100
不愧是妈妈！,1086.76500
原神传统：你的任务裂开啦,343.27400
看地上，全是水,1372.63600
两千多人,12.51400
来的最早的一次,7.56900
熊熊！,226.40900
芙芙超可爱的！,1256.00200
中国boy出院,1564.05100
我们五个太强了（doge）,1526.27400
笑死我了,1819.49000
原来你也,1791.98600
哟！！！帝君你在这呢,109.29900
我们是怪异君,2356.14500
这个音乐全场在好像,2346.74500
破坏所有茶壶？,1647.71900
为什么这期这么绿,10.75200
不愧是莴苣妈妈,1469.33400
npc演技杠杠的,1603.06100
想看战败cg（doge,2102.83500
这太诱惑了（）,271.04900
哈哈哈哈哈,1690.07000
院神，启动！,817.99800
记住这个锅巴后面要考,1957.69200
原来你也玩原神,1807.07000
数独，已经给出了一列解密就行,502.98800
记得来成都,9.37900
这单手剑可以，还能挂水,867.86600
？？？？！,2344.85100
院审，启动,828.74600
文殊院吗,823.01700
根本难不倒他,1472.27200
九宫看了攻略才破解,469.60700
尬住了,1811.19100
boy:我帮你保养一下,785.99500
记住这个《记忆力不好》,1004.74500
啊？,8.08200
哈哈哈哈哈哈哈,1434.71200
不懂就问，可以用派蒙吗？,2222.25100
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1811.03600
字由魂姐姐真厉害,2231.43900
我服了哈哈哈哈哈哈哈,1282.32100
做过海祇岛九宫格的应该有概念,646.06600
按这个技术动作出个角色呗,897.03300
来了来了,190.68300
哈哈哈哈,1680.55900
哈哈哈哈哈哈哈哈,1560.25800
循环，小吉祥草王,549.89900
尴尬了,2062.03900
哈哈哈哈给熊一瓜兜,487.37900
成都文殊院呀,824.79500
啊这……也就是说刚才帝君坐在那里没有喝茶？,418.33900
